mean_base,frac_base,mean_elo,frac_elo
0.15392831662882095,0.5,0.1890692995889107,0.6
0.2893172658331058,0.3333333333333333,0.30959571656214163,0.2222222222222222
0.4396830093602643,0.6666666666666666,0.44942389627657253,0.5555555555555556
0.5358708416933187,0.3333333333333333,0.5535877623920652,0.4444444444444444
0.6814693338362515,0.7777777777777778,0.6723282820095906,0.7777777777777778
0.77026344164449,0.7777777777777778,0.7660817759247622,0.7777777777777778
0.8314038934194653,0.7777777777777778,0.8242017525570614,0.7777777777777778
0.9345830819678995,0.8888888888888888,0.9301797078446605,0.8888888888888888
